Chr	Start	End	Cytoband	Gene	RefSeqName
1	22148724.0	22263790.0	p36.12	HSPG2	NM_005529
1	23518387.0	23521222.0	p36.12	HTR1D	NM_000864
1	19991779.0	20007459.0	p36.13	HTR6	NM_000871
1	43916673.0	43919660.0	p34.2	HYI	NM_031207
1	6281252.0	6296044.0	p36.31	ICMT	NM_012405
1	23884420.0	23886285.0	p36.12	ID3	NM_002167
1	19230773.0	19282826.0	p36.13	IFFO2	NM_001136265
1	79115473.0	79129763.0	p31.1	IFI44	NR_135640
1	79086066.0	79111830.0	p31.1	IFI44L	NM_006820
1	27992571.0	27998724.0	p36.11	IFI6	NM_002038
1	24480646.0	24513765.0	p36.11	IFNLR1	NM_170743
1	18434239.0	18704977.0	p36.13	IGSF21	NM_032880
1	117117019.0	117210377.0	p13.1	IGSF3	NM_001007237
1	67773046.0	67862583.0	p31.3	IL12RB2	NR_047583
1	24446260.0	24469775.0	p36.11	IL22RA1	NM_021258
1	67632168.0	67725650.0	p31.3	IL23R	NM_144701
1	38326368.0	38412729.0	p34.3	INPP5B	NM_005540
1	67263423.0	67266942.0	p31.3	INSL5	NM_005478
1	44412477.0	44433694.0	p34.1	IPO13	NM_014652
1	46159997.0	46216485.0	p34.1	IPP	NM_001145349
1	32671235.0	32674288.0	p35.1	IQCC	NM_018134
1	63906440.0	63988944.0	p31.3	ITGB3BP	NR_045147
1	65298905.0	65533429.0	p31.3	JAK1	NM_001321853
1	59246462.0	59249785.0	p32.1	JUN	NM_002228
1	62701836.0	62785085.0	p31.3	KANK4	NM_001320269
1	14925212.0	15444544.0	p36.21	KAZN	NM_201628
1	14675449.0	14746469.0	p36.21	KAZN-AS1	NR_149058
1	111059838.0	111061797.0	p13.3	KCNA10	NM_005549
1	111136201.0	111174096.0	p13.3	KCNA2	NM_001204269
1	111196185.0	111216076.0	p13.3	KCNA3	NR_109845
1	6052357.0	6161253.0	p36.31	KCNAB2	NM_001199861
1	110753335.0	110776674.0	p13.3	KCNC4	NR_036437
1	110751072.0	110752609.0	p13.3	KCNC4-AS1	NR_046546
1	112318453.0	112531777.0	p13.2	KCND3	NM_004980
1	112452278.0	112453552.0	p13.2	KCND3-AS1	NR_046619
1	112396383.0	112399527.0	p13.2	KCND3-IT1	NR_046783
1	41249683.0	41306124.0	p34.2	KCNQ4	NM_172163
1	27276046.0	27286901.0	p36.11	KDF1	NM_152365
1	23345940.0	23410184.0	p36.12	KDM1A	NM_015013
1	44115796.0	44171189.0	p34.1	KDM4A	NM_014663
1	44165408.0	44173012.0	p34.1	KDM4A-AS1	NR_033827
1	32479294.0	32526460.0	p35.1	KHDRBS1	NR_073499
1	35899090.0	36023037.0	p34.3	KIAA0319L	NM_024874
1	39875175.0	39882154.0	p34.3	KIAA0754	NM_015038
1	92634414.0	92650282.0	p22.1	KIAA1107	NM_015237
1	109656584.0	109749403.0	p13.3	KIAA1324	NM_020775
1	33207511.0	33240571.0	p35.1	KIAA1522	NM_020888
1	11979644.0	11986485.0	p36.22	KIAA2013	NM_138346
1	20990506.0	21044510.0	p36.12	KIF17	NM_020816
1	10270763.0	10441661.0	p36.22	KIF1B	NM_015074
1	45205489.0	45233438.0	p34.1	KIF2C	NM_001297655
1	44584521.0	44600809.0	p34.1	KLF17	NM_173484
1	44603492.0	44607303.0	p34.1	KLF18	NM_001358438
1	18807423.0	18812480.0	p36.13	KLHDC7A	NM_152375
1	6650783.0	6662958.0	p36.31	KLHL21	NM_014851
1	47011309.0	47017329.0	p33	KNCN	NM_001322255
1	32573643.0	32642168.0	p35.1	KPNA6	NM_012316
1	52497776.0	52499472.0	p32.3	KTI12	NM_138417
1	89386726.0	89458431.0	p22.2	KYAT3	NR_146183
1	62660473.0	62678001.0	p31.3	L1TD1	NM_019079
1	23279535.0	23291923.0	p36.12	LACTBL1	NM_001289974
1	110943876.0	110950546.0	p13.3	LAMTOR5	NM_006402
1	110950430.0	110958896.0	p13.3	LAMTOR5-AS1	NR_102697
1	31205314.0	31230683.0	p35.2	LAPTM5	NM_006762
1	32716839.0	32751768.0	p35.1	LCK	NM_001330468
1	54472970.0	54483859.0	p32.3	LDLRAD1	NM_001276395
1	22138757.0	22151714.0	p36.12	LDLRAD2	NM_001013693
1	25870075.0	25895377.0	p36.11	LDLRAP1	NM_015627
1	65886334.0	66103176.0	p31.3	LEPR	NM_002303
1	65886130.0	65901690.0	p31.3	LEPROT	NM_017526
1	55271735.0	55307937.0	p32.3	LEXM	NM_152607
1	75594118.0	75627218.0	p31.1	LHX8	NM_001001933
1	26737258.0	26756219.0	p36.11	LIN28A	NM_024674
1	6296299.0	6299502.0	p36.31	LINC00337	NR_103534
1	22351683.0	22357717.0	p36.12	LINC00339	NR_023918
1	63624753.0	63782928.0	p31.3	LINC00466	NR_038252
1	120140324.0	120141914.0	p12	LINC00622	NR_036540
1	47644921.0	47646011.0	p33	LINC00853	NR_047498
1	3816967.0	3832011.0	p36.32	LINC01134	NR_024455
1	59250822.0	59365384.0	p32.1	LINC01135	NR_034014
1	37920479.0	37940044.0	p34.3	LINC01137	NR_038842
1	87595447.0	87634886.0	p22.3	LINC01140	NR_026989
1	20686293.0	20755287.0	p36.12	LINC01141	NR_033887
1	45769581.0	45771291.0	p34.1	LINC01144	NR_024270
1	112141628.0	112150940.0	p13.2	LINC01160	NR_034126
1	31971838.0	31974167.0	p35.2	LINC01225	NR_034112
1	31984035.0	31989846.0	p35.2	LINC01226	NR_027085
1	101789392.0	101842869.0	p21.2	LINC01307	NR_126402
1	38674705.0	38680439.0	p34.3	LINC01343	NR_038928
1	4007208.0	4009040.0	p36.32	LINC01345	NR_147024
1	4000671.0	4012643.0	p36.32	LINC01346	NR_040065
1	101092605.0	101112560.0	p21.2	LINC01349	NR_038914
1	23607801.0	23612011.0	p36.12	LINC01355	NR_110616
1	113362790.0	113393265.0	p13.2	LINC01356	NR_103746
1	59486147.0	59553919.0	p32.1	LINC01358	NR_110626
1	65445259.0	65468159.0	p31.3	LINC01359	NR_119383
1	73771852.0	73804560.0	p31.1	LINC01360	NR_110676
1	83439565.0	83451891.0	p31.1	LINC01361	NR_110633
1	83368865.0	83632498.0	p31.1	LINC01362	NR_147074
1	87819209.0	87837338.0	p22.3	LINC01364	NR_038324
1	47846467.0	47902989.0	p33	LINC01389	NR_126355
1	110625309.0	110652341.0	p13.3	LINC01397	NR_126382
1	46912344.0	46915376.0	p33	LINC01398	NR_121680
1	85063646.0	85086714.0	p22.3	LINC01461	NR_125761
1	117838087.0	117863958.0	p12	LINC01525	NR_126408
1	85093912.0	85100703.0	p22.3	LINC01555	NR_027379
1	51660766.0	51700768.0	p32.3	LINC01562	NR_147076
1	22350486.0	22352541.0	p36.12	LINC01635	NR_110692
1	4631546.0	4643764.0	p36.32	LINC01646	NR_147025
1	11669587.0	11673411.0	p36.22	LINC01647	NR_104624
1	30486798.0	30510459.0	p35.2	LINC01648	NR_110790
1	116461996.0	116468529.0	p13.1	LINC01649	NR_125969
1	95816806.0	95817663.0	p21.3	LINC01650	NR_146486
1	18392150.0	18400905.0	p36.13	LINC01654	NR_125946
1	107360860.0	107380815.0	p13.3	LINC01661	NR_147165
1	6784804.0	6790072.0	p36.31	LINC01672	NR_104620
1	106132315.0	106161557.0	p21.1	LINC01676	NR_125955
1	106470245.0	106570875.0	p21.1	LINC01677	NR_146609
1	38940867.0	38942156.0	p34.3	LINC01685	NR_146761
1	69521580.0	69650685.0	p31.2	LINC01707	NR_146608
1	99937975.0	99953360.0	p21.2	LINC01708	NR_125951
1	83911736.0	83920454.0	p31.1	LINC01712	NR_146478
1	8268731.0	8275268.0	p36.23	LINC01714	NR_125998
1	28969767.0	28975311.0	p35.3	LINC01715	NR_146730
1	84041470.0	84326679.0	p31.1	LINC01725	NR_119375
1	63466167.0	63478142.0	p31.3	LINC01739	NR_146606
1	60981387.0	61088357.0	p32.1	LINC01748	NR_146508
1	112533157.0	112541463.0	p13.2	LINC01750	NR_145438
1	56381281.0	56410636.0	p32.2	LINC01753	NR_147162
1	56410759.0	56415792.0	p32.2	LINC01755	NR_147161
1	29656131.0	29676626.0	p35.3	LINC01756	NR_110758
1	20569587.0	20571147.0	p36.12	LINC01757	NR_147205
1	69898937.0	69901092.0	p31.1	LINC01758	NR_147164
1	9242262.0	9252144.0	p36.22	LINC01759	NR_132738
1	95776483.0	95783819.0	p21.3	LINC01760	NR_135588
1	95940292.0	95944912.0	p21.3	LINC01761	NR_033966
1	116966345.0	117021448.0	p13.1	LINC01762	NR_125972
1	91317315.0	91320456.0	p22.2	LINC01763	NR_146610
1	56880634.0	56881638.0	p32.2	LINC01767	NR_147163
1	53793904.0	53802181.0	p32.3	LINC01771	NR_131923
1	16787442.0	16794976.0	p36.13	LINC01772	NR_147210
1	98676266.0	98738214.0	p21.3	LINC01776	NR_046088
1	4472110.0	4484744.0	p36.32	LINC01777	NR_027088
1	31297498.0	31307131.0	p35.2	LINC01778	NR_146732
1	119870874.0	119898805.0	p12	LINC01780	NR_146623
1	81001439.0	81112473.0	p31.1	LINC01781	NR_125940
1	16860385.0	16862147.0	p36.13	LINC01783	NR_135764
1	12882548.0	12883086.0	p36.21	LINC01784	NR_146629
1	96719624.0	96839681.0	p21.3	LINC01787	NR_110693
1	71172135.0	71252151.0	p31.1	LINC01788	NR_125938
1	98399029.0	98407296.0	p21.3	LINC01930	NR_146275
1	74140361.0	74204325.0	p31.1	LINC02238	NR_146300
1	77223808.0	77244952.0	p31.1	LINC02567	NR_149059
1	27986838.0	27989233.0	p36.11	LINC02574	NR_151722
1	87794150.0	87814607.0	p22.3	LMO4	NM_006769
1	94057524.0	94065587.0	p22.1	LOC100129046	NR_034091
1	104615644.0	104619693.0	p21.1	LOC100129138	NR_033990
1	99469831.0	99614408.0	p21.3	LOC100129620	NR_033940
1	9485152.0	9489055.0	p36.22	LOC100506022	NR_104622
1	19619740.0	19622230.0	p36.13	LOC100506730	NR_037847
1	21619782.0	21626362.0	p36.12	LOC100506801	NR_038404
1	24865763.0	24882515.0	p36.11	LOC100506985	NR_109781
1	53704281.0	53708455.0	p32.3	LOC100507564	NR_038953
1	55681080.0	55683128.0	p32.3	LOC100507634	NR_038320
1	113554308.0	113615724.0	p13.2	LOC100996251	NR_103777
1	118139453.0	118148392.0	p12	LOC100996263	NR_121626
1	95975671.0	95981020.0	p21.3	LOC100996635	NR_110621
1	60238466.0	60254501.0	p32.1	LOC101926944	NR_110627
1	61125302.0	61291256.0	p32.1	LOC101926964	NR_110628
1	66508182.0	66516401.0	p31.3	LOC101927139	NR_123718
1	76477008.0	76485041.0	p31.1	LOC101927342	NR_125939
1	15653175.0	15670379.0	p36.21	LOC101927417	NR_148918
1	81979564.0	82023387.0	p31.1	LOC101927434	NR_125943
1	84267198.0	84326229.0	p31.1	LOC101927560	NR_119374
1	87678351.0	87717014.0	p22.3	LOC101927844	NM_001290053
1	19536879.0	19567198.0	p36.13	LOC101927895	NR_135114
1	95527151.0	95533101.0	p21.3	LOC101928098	NR_132786
1	95628774.0	95699538.0	p21.3	LOC101928118	NR_125948
1	23848421.0	23854911.0	p36.12	LOC101928163	NR_110799
1	26551810.0	26556331.0	p36.11	LOC101928303	NR_110698
1	26789247.0	26794028.0	p36.11	LOC101928324	NR_125952
1	101700428.0	101702084.0	p21.2	LOC101928370	NR_104626
1	103959702.0	104068133.0	p21.1	LOC101928436	NM_001286997
1	112287938.0	112298131.0	p13.2	LOC101928718	NR_125963
1	27018400.0	27020622.0	p36.11	LOC101928728	NR_135804
1	116465193.0	116519897.0	p13.1	LOC101928977	NR_125970
1	117568103.0	117602112.0	p13.1	LOC101929099	NR_110786
1	119683018.0	119818596.0	p12	LOC101929147	NR_125975
1	33815952.0	33828846.0	p35.1	LOC101929464	NR_125978
1	40030741.0	40038875.0	p34.3	LOC101929516	NR_125979
1	40254647.0	40255842.0	p34.2	LOC101929536	NR_135805
1	44175075.0	44193014.0	p34.1	LOC101929592	NR_125986
1	46599042.0	46604752.0	p34.1	LOC101929626	NR_125987
1	49723082.0	49734966.0	p33	LOC101929721	NR_125988
1	41840675.0	41841341.0	p34.2	LOC101929901	NR_135817
1	57093463.0	57110991.0	p32.2	LOC101929935	NR_135111
1	101491401.0	101552935.0	p21.2	LOC102606465	NR_109849
1	96457623.0	96488436.0	p21.3	LOC102723661	NR_125991
1	6264899.0	6265840.0	p36.31	LOC102724450	NR_125997
1	8484704.0	8495076.0	p36.23	LOC102724552	NR_125999
1	17083555.0	17086552.0	p36.13	LOC102724562	NR_135824
1	11837133.0	11839676.0	p36.22	LOC102724659	NR_126000
1	7442547.0	7449814.0	p36.23	LOC102725193	NR_146199
1	11159731.0	11162162.0	p36.22	LOC105376736	NR_135061
1	17215032.0	17216161.0	p36.13	LOC105376805	NR_135058
1	19918295.0	19923326.0	p36.13	LOC105378614	NR_135054
1	39339072.0	39341898.0	p34.3	LOC105378663	NR_135048
1	43242336.0	43250566.0	p34.2	LOC105378683	NR_133055
1	46998665.0	47001187.0	p33	LOC105378696	NM_001357063
1	87036863.0	87170176.0	p22.3	LOC105378828	NR_135837
1	91248540.0	91317195.0	p22.2	LOC105378853	NR_135038
1	119542966.0	119544028.0	p12	LOC105378933	NR_135034
1	46641158.0	46642167.0	p34.1	LOC110117498	NM_001328655
1	46505811.0	46642167.0	p34.1	LOC110117498-PIK3R3	NM_001303427
1	24526729.0	24538180.0	p36.11	LOC284632	NR_027087
1	43323292.0	43354463.0	p34.2	LOC339539	NR_104171
1	17516283.0	17522882.0	p36.13	LOC400743	NR_148993
1	17197439.0	17200587.0	p36.13	LOC440570	NR_135765
1	113739403.0	113748875.0	p13.2	LOC643441	NR_038846
1	26146444.0	26150097.0	p36.11	LOC646471	NR_024498
1	85742040.0	85743771.0	p22.3	LOC646626	NR_045484
1	35441299.0	35444307.0	p34.3	LOC653160	NR_037869
1	89754940.0	89756045.0	p22.2	LOC729930	NR_077244
1	95393583.0	95428826.0	p21.3	LOC729970	NR_033998
1	85279085.0	85358896.0	p22.3	LPAR3	NM_012152
1	111489811.0	111506566.0	p13.3	LRIF1	NM_018372
1	113615791.0	113667824.0	p13.2	LRIG2	NM_014813
1	53708040.0	53793821.0	p32.3	LRP8	NM_033300
1	13801444.0	13840242.0	p36.21	LRRC38	NM_001010847
1	100614003.0	100643829.0	p21.2	LRRC39	NM_001256387
1	70610484.0	70671361.0	p31.1	LRRC40	NM_017768
1	46744071.0	46769038.0	p34.1	LRRC41	NM_006369
1	54411998.0	54433841.0	p32.3	LRRC42	NM_052940
1	3696783.0	3713068.0	p36.32	LRRC47	NM_020710
1	70032867.0	70589171.0	p31.1	LRRC7	NM_001330635
1	89990396.0	90063420.0	p22.2	LRRC8B	NM_001134476
1	90098643.0	90185094.0	p22.2	LRRC8C	NM_032270
1	90090407.0	90098453.0	p22.2	LRRC8C-DT	NR_033981
1	90286572.0	90401989.0	p22.2	LRRC8D	NM_001134479
1	74491701.0	74663871.0	p31.1	LRRIQ3	NM_001322315
1	36859020.0	36863560.0	p34.3	LSM10	NM_032881
1	46669005.0	46686928.0	p34.1	LURAP1	NM_001013615
1	23410515.0	23495351.0	p36.12	LUZP1	NM_033631
1	24117645.0	24122029.0	p36.11	LYPLA2	NM_007260
1	9982170.0	10003485.0	p36.22	LZIC	NM_001316975
1	116654375.0	116677861.0	p13.1	MAB21L3	NM_152367
1	39549838.0	39952810.0	p34.3	MACF1	NM_012090
1	25757348.0	25826698.0	p36.11	MACO1	NM_018202
1	11734536.0	11751678.0	p36.22	MAD2L2	NM_001127325
1	113933474.0	114228545.0	p13.2	MAGI3	NM_001142782
1	53692563.0	53704282.0	p32.3	MAGOH	NM_002370
1	117910054.0	118071492.0	p12	MAN1A2	NM_006699
1	25943958.0	26112698.0	p36.11	MAN1C1	NM_001289010
1	38259773.0	38267278.0	p34.3	MANEAL	NM_001113482
1	27681669.0	27693357.0	p36.11	MAP3K6	NM_004672
1	36621565.0	36646451.0	p34.3	MAP7D1	NM_001286366
1	32799429.0	32801840.0	p35.1	MARCKSL1	NR_052852
1	11086579.0	11107296.0	p36.22	MASP2	NM_006610
1	46269278.0	46501796.0	p34.1	MAST2	NM_001324320
1	31184123.0	31196432.0	p35.2	MATN1	NM_002379
1	31191618.0	31199593.0	p35.2	MATN1-AS1	NR_034182
1	85391265.0	85462805.0	p22.3	MCOLN2	NM_001330647
1	85483764.0	85514223.0	p22.3	MCOLN3	NM_018298
1	23953823.0	23967058.0	p36.11	MDS2	NM_001348075
1	37955560.0	37980420.0	p34.3	MEAF6	NR_073090
1	29519168.0	29557470.0	p35.3	MECR	NM_001349714
1	28655512.0	28662478.0	p35.3	MED18	NM_001127350
1	43849578.0	43855483.0	p34.2	MED8	NM_052877
1	3404505.0	3528059.0	p36.32	MEGF6	NM_001409
1	17300998.0	17308081.0	p36.13	MFAP2	NM_001135247
1	12040237.0	12073572.0	p36.22	MFN2	NM_001127660
1	100503788.0	100548929.0	p21.2	MFSD14A	NM_033055
1	40420783.0	40435640.0	p34.2	MFSD2A	NM_001287808
1	78695282.0	78835147.0	p31.1	MGC27382	NR_027310
1	62119913.0	62121800.0	p31.3	MGC34796	NR_073400
1	67390577.0	67454302.0	p31.3	MIER1	NM_001146111
1	94218479.0	94240939.0	p22.1	MIG7	NR_148965
1	78245308.0	78345225.0	p31.1	MIGA1	NM_001270384
1	12079298.0	12092106.0	p36.22	MIIP	NM_021933
1	19923470.0	19956315.0	p36.13	MINOS1	NR_033757
1	19923470.0	19984949.0	p36.13	MINOS1-NBL1	NM_001204088
1	65524116.0	65524191.0	p31.3	MIR101-1	NR_029516
1	21314806.0	21314925.0	p36.12	MIR1256	NR_031657
1	68649200.0	68649293.0	p31.3	MIR1262	NR_031664
1	53394345.0	53394444.0	p32.3	MIR1273F	NR_039971
1	53405985.0	53406085.0	p32.3	MIR1273G	NR_039972
1	19223564.0	19223642.0	p36.13	MIR1290	NR_031622
1	98511625.0	98511727.0	p21.3	MIR137	NR_029679
1	98453555.0	98515249.0	p21.3	MIR137HG	NR_046105
1	71533313.0	71533399.0	p31.1	MIR186	NR_029707
1	110141514.0	110141589.0	p13.3	MIR197	NR_029583
1	26881032.0	26881084.0	p36.11	MIR1976	NR_031740
1	98510798.0	98510907.0	p21.3	MIR2682	NR_039604
1	41222955.0	41223044.0	p34.2	MIR30C1	NR_029833
1	41220026.0	41220118.0	p34.2	MIR30E	NR_029846
1	23370797.0	23370865.0	p36.12	MIR3115	NR_036057
1	62544457.0	62544531.0	p31.3	MIR3116-1	NR_036058
1	62544460.0	62544528.0	p31.3	MIR3116-2	NR_036059
1	67094122.0	67094200.0	p31.3	MIR3117	NR_036060
1	117214370.0	117214449.0	p13.1	MIR320B1	NR_031564
1	9211726.0	9211836.0	p36.22	MIR34A	NR_029610
1	9208069.0	9242397.0	p36.22	MIR34AHG	NR_132742
1	33797993.0	33798093.0	p35.1	MIR3605	NR_037400
1	38554902.0	38555001.0	p34.3	MIR3659	NR_037432
1	65523437.0	65523525.0	p31.3	MIR3671	NR_037443
1	16875408.0	16875482.0	p36.13	MIR3675	NR_037446
1	24255559.0	24255637.0	p36.11	MIR378F	NR_039615
1	95211415.0	95211456.0	p21.3	MIR378G	NR_039620
1	26232852.0	26232945.0	p36.11	MIR3917	NR_037481
1	17604383.0	17604470.0	p36.13	MIR3972	NR_039768
1	6489893.0	6489956.0	p36.31	MIR4252	NR_036218
1	23189651.0	23189719.0	p36.12	MIR4253	NR_036214
1	32224260.0	32224336.0	p35.2	MIR4254	NR_036216
1	37627163.0	37627235.0	p34.3	MIR4255	NR_036217
1	113004391.0	113004455.0	p13.2	MIR4256	NR_036210
1	5624130.0	5624203.0	p36.31	MIR4417	NR_039612
1	22592731.0	22592793.0	p36.12	MIR4418	NR_039613
1	23384350.0	23384427.0	p36.12	MIR4419A	NR_039614
1	31212002.0	31212079.0	p35.2	MIR4420	NR_039616
1	51525508.0	51525577.0	p32.3	MIR4421	NR_039617
1	55691313.0	55691396.0	p32.3	MIR4422	NR_039618
1	55683533.0	55699850.0	p32.3	MIR4422HG	NR_146283
1	85599476.0	85599556.0	p22.3	MIR4423	NR_039619
1	25349993.0	25350077.0	p36.11	MIR4425	NR_039623
1	12251769.0	12251830.0	p36.22	MIR4632	NR_039775
1	23046009.0	23046091.0	p36.12	MIR4684	NR_039832
1	5922731.0	5922801.0	p36.31	MIR4689	NR_039838
1	19209695.0	19209769.0	p36.13	MIR4695	NR_039844
1	60198898.0	60198968.0	p32.1	MIR4711	NR_039861
1	54519751.0	54519827.0	p32.3	MIR4781	NR_039942
1	65045529.0	65045604.0	p31.3	MIR4794	NR_039957
1	100154610.0	100178513.0	p21.2	MIR548AA1	NR_037516
1	3477259.0	3477354.0	p36.32	MIR551A	NR_030277
1	35135199.0	35135295.0	p34.3	MIR552	NR_030278
1	100746796.0	100746864.0	p21.2	MIR553	NR_030279
1	37966535.0	37966595.0	p34.3	MIR5581	NR_049844
1	45011164.0	45011224.0	p34.1	MIR5584	NR_049849
1	32552549.0	32552608.0	p35.1	MIR5585	NR_049850
1	10027438.0	10027516.0	p36.22	MIR5697	NR_049882
1	63792595.0	63792655.0	p31.3	MIR6068	NR_106716
1	44304293.0	44304355.0	p34.1	MIR6079	NR_106727
1	20960171.0	20960281.0	p36.12	MIR6084	NR_106732
1	22959750.0	22959859.0	p36.12	MIR6127	NR_106742
1	51525689.0	51525775.0	p32.3	MIR6500	NR_106754
1	8926560.0	8926649.0	p36.23	MIR6728	NR_106786
1	12089214.0	12089279.0	p36.22	MIR6729	NR_106787
1	12638984.0	12639051.0	p36.22	MIR6730	NR_106788
1	25245835.0	25245907.0	p36.11	MIR6731	NR_106789
1	37945830.0	37945890.0	p34.3	MIR6732	NR_106790
1	43637322.0	43637383.0	p34.2	MIR6733	NR_106791
1	43830318.0	43830386.0	p34.2	MIR6734	NR_106792
1	43914209.0	43914282.0	p34.2	MIR6735	NR_106793
1	77525827.0	77525887.0	p31.1	MIR7156	NR_106978
1	94312387.0	94312467.0	p22.1	MIR760	NR_030621
1	52302015.0	52302074.0	p32.3	MIR761	NR_031580
1	12226999.0	12227095.0	p36.22	MIR7846	NR_107000
1	108439844.0	108439926.0	p13.3	MIR7852	NR_107006
1	86823314.0	86823370.0	p22.3	MIR7856	NR_107010
1	117637264.0	117637350.0	p13.1	MIR942	NR_030640
1	47023078.0	47069973.0	p33	MKNK1	NR_146512
1	47004367.0	47035927.0	p33	MKNK1-AS1	NR_038403
1	45965855.0	45976739.0	p34.1	MMACHC	NM_001330540
1	47073386.0	47082563.0	p33	MOB3C	NM_201403
1	113216933.0	113243368.0	p13.2	MOV10	NM_020963
1	43803474.0	43820135.0	p34.2	MPL	NM_005373
1	55107412.0	55175940.0	p32.3	MROH7	NR_026782
1	55107412.0	55208328.0	p32.3	MROH7-TTC4	NR_037639
1	54665839.0	54691162.0	p32.3	MRPL37	NM_001330602
1	36921361.0	36930040.0	p34.3	MRPS15	NM_031280
1	19578074.0	19586622.0	p36.13	MRTO4	NM_016183
1	76262555.0	76378923.0	p31.1	MSH4	NM_002440
1	17081128.0	17090975.0	p36.13	MST1L	NM_001271733
1	16972068.0	16976915.0	p36.13	MST1P2	NR_027504
1	38275238.0	38325292.0	p34.3	MTF1	NM_005955
1	93544791.0	93604638.0	p22.1	MTF2	NM_007358
1	26146396.0	26159433.0	p36.11	MTFR1L	NM_001099627
1	11845786.0	11866160.0	p36.22	MTHFR	NM_005957
1	32697260.0	32707311.0	p35.1	MTMR9LP	NR_026850
1	11166587.0	11322608.0	p36.22	MTOR	NM_004958
1	11203954.0	11209595.0	p36.22	MTOR-AS1	NR_046600
1	20825940.0	20834674.0	p36.12	MUL1	NM_024544
1	45794913.0	45806142.0	p34.1	MUTYH	NM_001293190
1	109834986.0	109849663.0	p13.3	MYBPHL	NM_001265613
1	39328161.0	39339050.0	p34.3	MYCBP	NR_037632
1	40361095.0	40367687.0	p34.2	MYCL	NM_001033082
1	24382530.0	24438665.0	p36.11	MYOM3	NM_152372
1	59120410.0	59165747.0	p32.1	MYSM1	NM_001085487
1	46049659.0	46084578.0	p34.1	NASP	NM_001195193
1	19969722.0	19984949.0	p36.13	NBL1	NM_182744
1	16888921.0	16940100.0	p36.13	NBPF1	NM_017940
1	21766582.0	21811393.0	p36.12	NBPF3	NR_046176
1	108765962.0	108786703.0	p13.3	NBPF4	NM_001143989
1	108992903.0	109013260.0	p13.3	NBPF6	NM_001143988
1	120377387.0	120387503.0	p12	NBPF7	NM_001047980
1	36023392.0	36032380.0	p34.3	NCDN	NM_014284
1	24882566.0	24935818.0	p36.11	NCMAP	NM_001010980
1	54231133.0	54304225.0	p32.3	NDC1	NR_033142
1	39491966.0	39500308.0	p34.3	NDUFS5	NM_004552
1	16767166.0	16786584.0	p36.13	NECAP2	NM_001145278
1	71868624.0	72748277.0	p31.1	NEGR1	NM_173808
1	72259914.0	72302695.0	p31.1	NEGR1-IT1	NR_046218
1	78354199.0	78409578.0	p31.1	NEXN	NM_144573
1	78347032.0	78355224.0	p31.1	NEXN-AS1	NR_103535
1	61542945.0	61928460.0	p31.3	NFIA	NM_001145511
1	61714616.0	61719190.0	p31.3	NFIA-AS1	NR_104180
1	61405915.0	61436448.0	p31.3	NFIA-AS2	NR_110617
1	41157241.0	41237275.0	p34.2	NFYC	NM_014223
1	41154751.0	41157933.0	p34.2	NFYC-AS1	NR_024567
1	115828536.0	115880857.0	p13.2	NGF	NM_002506
1	116378998.0	116383747.0	p13.1	NHLH2	NM_005599
1	24739976.0	24799473.0	p36.11	NIPAL3	NM_001322854
1	31652591.0	31712734.0	p35.2	NKAIN1	NM_024522
1	10002980.0	10045556.0	p36.22	NMNAT1	NM_001297778
1	6581406.0	6614658.0	p36.31	NOL9	NM_024654
1	120454175.0	120612317.0	p12	NOTCH2	NM_024408
1	5922867.0	6052533.0	p36.31	NPHP4	NM_015102
1	11905766.0	11907840.0	p36.22	NPPA	NM_006172
1	11900375.0	11907673.0	p36.22	NPPA-AS1	NR_037806
1	11917520.0	11918992.0	p36.22	NPPB	NM_002521
1	27237974.0	27240567.0	p36.11	NR0B2	NM_021969
1	115247084.0	115259515.0	p13.2	NRAS	NM_002524
1	52254865.0	52344609.0	p32.3	NRDC	NM_002525
1	46805848.0	46830824.0	p33	NSUN4	NR_045789
1	40124792.0	40137710.0	p34.2	NT5C1A	NM_032526
1	107682539.0	108027521.0	p13.3	NTNG1	NM_001312688
1	27248212.0	27273362.0	p36.11	NUDC	NM_006600
1	86812506.0	86862025.0	p22.3	ODF2L	NM_001184766
1	102268122.0	102462790.0	p21.1	OLFM3	NR_110210
1	114522012.0	114524876.0	p13.2	OLFML3	NM_001286352
1	58946390.0	59012471.0	p32.2	OMA1	NM_145243
1	29138653.0	29190208.0	p35.3	OPRD1	NM_000911
1	52838500.0	52870143.0	p32.3	ORC1	NM_004153
1	52082545.0	52254891.0	p32.3	OSBPL9	NM_001350208
1	36883506.0	36916086.0	p34.3	OSCP1	NM_145047
1	20208887.0	20239437.0	p36.13	OTUD3	NM_015207
1	111956936.0	111970399.0	p13.2	OVGP1	NM_002557
1	40235196.0	40237020.0	p34.2	OXCT2	NM_022120
1	39980537.0	39982341.0	p34.3	OXCT2P1	NR_132962
1	43212005.0	43232755.0	p34.2	P3H1	NM_022356
1	40026484.0	40042521.0	p34.3	PABPC4	NM_003819
1	17531620.0	17572501.0	p36.13	PADI1	NM_013358
1	17393255.0	17445948.0	p36.13	PADI2	NM_007365
1	17575592.0	17610727.0	p36.13	PADI3	NM_016233
1	17634689.0	17690495.0	p36.13	PADI4	NM_012387
1	17698690.0	17728195.0	p36.13	PADI6	NM_207421
1	26286257.0	26324648.0	p36.11	PAFAH2	NM_000437
